time,money,total_asset,market_value,profit,profit_ratio
2012-01-04,1000000,1000000.0,0.0,0.0,0.0
2012-01-05,1000000,1000000.0,0.0,0.0,0.0
2012-01-06,1000000,1000000.0,0.0,0.0,0.0
2012-01-09,1000000,1000000.0,0.0,0.0,0.0
2012-01-20,1000000,1000000.0,0.0,0.0,0.0
2012-01-30,1001.4803000000838,993759.2903000001,992757.81,-6240.70969999989,-0.00624070969999989
2012-01-31,1001.4803000000838,989600.5203000001,988599.04,-10399.479699999909,-0.010399479699999908
2012-02-01,1001.4803000000838,978312.4303,977310.95,-21687.569699999993,-0.021687569699999992
2012-02-02,1001.4803000000838,1006235.6003000002,1005234.1200000001,6235.600300000166,0.006235600300000165
2012-02-03,1.7403000000838347,1010397.0403,1010395.2999999999,10397.040299999993,0.010397040299999993
2012-02-06,1.7403000000838347,1000881.8402999999,1000880.0999999999,881.8402999999234,0.0008818402999999234
2012-02-07,1.7403000000838347,986609.0403000001,986607.3,-13390.95969999989,-0.01339095969999989
2012-02-08,1.7403000000838347,1005044.7403,1005042.9999999999,5044.740299999947,0.005044740299999947
2012-02-10,1.7403000000838347,1005639.4403,1005637.7,5639.440300000017,0.005639440300000017
2012-02-13,1.7403000000838347,991961.3403,991959.6,-8038.65969999996,-0.00803865969999996
2012-02-14,1.7403000000838347,987203.7403000002,987202.0000000001,-12796.25969999982,-0.012796259699999821
2012-02-15,1.7403000000838347,988393.1403000001,988391.4,-11606.859699999914,-0.011606859699999913
2012-02-16,1.7403000000838347,978283.2403000001,978281.5,-21716.759699999937,-0.021716759699999935
2012-02-17,1.7403000000838347,978283.2403000001,978281.5,-21716.759699999937,-0.021716759699999935
2012-02-20,1.7403000000838347,978283.2403000001,978281.5,-21716.759699999937,-0.021716759699999935
2012-02-21,1.7403000000838347,980662.0403,980660.2999999999,-19337.959700000007,-0.019337959700000008
2012-02-22,1.7403000000838347,988393.1403000001,988391.4,-11606.859699999914,-0.011606859699999913
2012-02-23,1.7403000000838347,988987.8403,988986.1,-11012.15969999996,-0.01101215969999996
2012-02-24,1.7403000000838347,1003260.6403000001,1003258.9,3260.6403000000864,0.0032606403000000864
2012-02-27,1.7403000000838347,1006234.1403000002,1006232.4000000001,6234.140300000203,0.006234140300000203
2012-02-28,1.7403000000838347,1025859.2403000001,1025857.5,25859.240300000063,0.02585924030000006
2012-02-29,1.7403000000838347,1016938.7403000002,1016937.0000000001,16938.74030000018,0.016938740300000178
2012-03-01,1.7403000000838347,1024669.8403,1024668.1,24669.84030000004,0.02466984030000004
2012-03-02,1.7403000000838347,1039537.3403,1039535.6,39537.34030000004,0.03953734030000004
2012-03-05,1.7403000000838347,1027048.6403000001,1027046.9,27048.640300000086,0.027048640300000086
2012-03-06,1.7403000000838347,1008018.2403000001,1008016.5,8018.240300000063,0.008018240300000062
2012-03-07,1.7403000000838347,999097.7403000001,999096.0,-902.2596999999369,-0.0009022596999999369
2012-03-08,1.7403000000838347,1012775.8403000002,1012774.1000000001,12775.840300000156,0.012775840300000157
